From	To
P49619	DGKG
Q7Z5P4	HSD17B13
Q9BPX1	HSD17B14
Q9BTZ2	DHRS4
Q6P158	DHX57
O95057	DIRAS1
Q14689	DIP2A
Q9H7Y0	DIPK2B
Q96F81	DISP1
Q9NVH1	DNAJC11
O75165	DNAJC13
Q6UY11	DLK2
Q9UBU2	DKK2
Q07687	DLX2
Q9NW81	DMAC2
Q9Y5R6	DMRT1
Q6PK57	DNM1P34
P28067	HLA-DMA
Q8TDJ6	DMXL2
P31327	CPS1
Q9UNU6	CYP8B1
P20023	CR2
P23786	CPT2
Q2VPA4	CR1L
Q16630	CPSF6
A6NIL9	CRYM-AS1
Q9Y4K1	CRYBG1
Q68DQ2	CRYBG3
P53672	CRYBA2
Q9NZJ5	EIF2AK3
P23508	MCC
Q9UGL9	CRCT1
Q8IUH2	CREG2
Q96HD1	CRELD1
Q9BU40	CHRDL1
Q6WN34	CHRDL2
Q8IUR6	CREBRF
Q13324	CRHR2
Q15329	E2F5
O75461	E2F6
P11844	CRYGA
P24387	CRHBP
Q9NZV1	CRIM1
P16562	CRISP2
Q9HC73	CRLF2
Q96RY5	CRAMP1
Q9H4G0	EPB41L1
O43491	EPB41L2
Q9HCM4	EPB41L5
Q9H329	EPB41L4B
Q8N1N5	CRIPAK
P02741	CRP
Q5IJ48	CRB2
Q9BUF7	CRB3
Q9P1W3	TMEM63C
Q6PB30	CSAG1
Q9Y5P2	CSAG2
Q9Y5P2	CSAG3
P43004	SLC1A2
Q9Y534	CSDC2
O00341	SLC1A7
Q96PZ7	CSMD1
Q7Z408	CSMD2
Q7Z407	CSMD3
Q99848	EBNA1BP2
Q99627	COPS8
Q8WXC6	COPS9
P42892	ECE1
P0DPD6	ECE2
Q1MSJ5	CSPP1
P40939	HADHA
P55084	HADHB
Q86YB7	ECHDC2
Q96DC8	ECHDC3
Q9H175	CSRNP2
P21291	CSRP1
P33240	CSTF2
Q9H114	CSTL1
Q9NUD7	C20orf96
Q9BQT9	CLSTN3
Q96C57	CUSTOS
Q9NUB4	C20orf141
Q96LM9	C20orf173
Q9H4R4	NCOR1P1
Q5TEA3	C20orf194
P0CG13	CHTF8
P78358	CTAG1A
P78358	CTAG1B
Q9HC47	CTAGE1
Q8IX94	CTAGE4
P0CG41	CTAGE8
P0CG12	CHTF8
Q96MH7	C5orf34
P50750	CDK9
Q9H5L9	C5orf66
F2Z3F1	C5orf67
O60308	CEP104
Q8N8E3	CEP112
O75956	CDK2AP2
Q9UHN6	CEMIP2
Q8N7Q2	CELF2-AS1
Q9BS16	CENPK
A0A0U1RR11	CENPVL1
A0A0U1RRI6	CENPVL3
P49450	CENPA
Q96J87	CELF6
Q9NSP4	CENPM
Q8WUJ3	CEMIP
P49454	CENPF
Q9H3R5	CENPH
Q86XR8	CEP57
P00450	CP
Q12798	CETN1
Q5T5N4	C6orf118
Q7Z4R8	C6orf120
Q5SQH8	C6orf136
Q8TAP6	CEP76
Q5JTW2	CEP78
Q9H8X3	LINC00574
Q9Y592	CEP83
Q5I0X4	C6orf226
Q8IU89	CERS3
P57076	CFAP298
Q9UL16	CFAP45
O43822	CFAP410
Q5T655	CFAP58
A4D0Y5	C7orf77
Q6NT52	CGB2
Q99674	CGREF1
P13569	CFTR
P61604	HSPE1
Q9BSU1	C16orf70
Q8IYS4	C16orf71
Q96GX8	C16orf74
Q8WTQ4	C16orf78
Q8N9R0	LINC00304
Q6ZW13	C16orf86
Q6UX73	C16orf89
Q96LL3	C16orf92
Q494V2	CFAP100
P33260	CYP2C18
P33261	CYP2C19
Q96SQ9	CYP2S1
Q9HCS2	CYP4F12
Q8N118	CYP4X1
O43174	CYP26A1
A6NMK7	CPSF4L
Q9H112	CST11
Q9BR46	C20orf78
Q9H1P6	C20orf85
Q9H4G1	CST9L
Q9UGB4	C20orf187
Q9P2B4	CTTNBP2NL
Q5HYN5	CT45A1
P0DMU8	CT45A5
P0DMV1	CT45A8
P0C5K7	CT62
Q19T08	ECSCR
Q9BQ95	ECSIT
Q008S8	ECT2L
Q13363	CTBP1
O14595	CTDSP2
Q8WVB6	CHTF18
A4FU28	CTAGE9
P29279	CTGF
Q8WWZ3	EDARADD
Q8IWA5	SLC44A2
Q96CG8	CTHRC1
O43310	CTIF
Q8NCS7	SLC44A5
Q96F86	EDC3
A0A1B0GTR0	EDDM13
P17538	CTRB1
Q6GPI1	CTRB2
Q96P56	CATSPER2
Q9UI47	CTNNA3
P35222	CTNNB1
P14138	EDN3
P0C2S0	CTXN2
P58513	LINC00158
A6NM66	LINC01548
P58505	C21orf58
Q9NYP8	C21orf62
P58512	LINC01547
Q8TCZ7	LINC00308
Q9NV44	LINC00846
P59036	LINC00310
P59037	LINC00313
A0A1B0GTU2	CTXND1
A0A1B0GV90	CTXND2
Q3B7T1	EDRF1
Q13618	CUL3
Q93034	CUL5
P24534	EEF1B2
Q8N7B9	EFCAB3
A6NGU7	LINC01546
Q5THR3	EFCAB6
Q8N9T2	NKAPP1
A8MYA2	CXorf49
A8MYA2	CXorf49B
P12074	COX6A1
Q9H5V9	CXorf56
Q02221	COX6A2
Q96LI9	CXorf58
A0A1B0GTR3	CXorf51A
P0DPH9	CXorf51B
Q8N2A0	LINC00269
P0DPD8	EEF1AKMT4-ECE2
Q5JRM2	CXorf66
P49238	CX3CR1
P14406	COX7A2
Q8TF08	COX7B2
P42830	CXCL5
O00574	CXCR6
P25024	CXCR1
Q6PEY0	GJB7
P19875	CXCL2
Q16663	CCL15
Q76M96	CCDC80
Q6ZN84	CCDC81
Q16204	CCDC6
Q9UBN1	CACNG4
Q9UF02	CACNG5
P32238	CCKAR
Q9BSQ5	CCM2
O00626	CCL22
P55773	CCL23
A7E2U8	C4orf47
Q6IQ19	CCSAP
P0C7X3	CCNYL3
Q8ND76	CCNY
P20273	CD22
P08571	CD14
P25063	CD24
P28907	CD38
P15812	CD1E
Q99741	CDC6
Q9NNX6	CD209
P10966	CD8B
P48960	CD97
Q07108	CD69
Q6P1J9	CDC73
O00311	CDC7
O14735	CDIPT
P06493	CDK1
Q96T59	CDRT15
Q9UKY7	CDV3
O75419	CDC45
Q49AH0	CDNF
Q8N8U2	CDYL2
Q8IVW4	CDKL3
O94986	CEP152
Q9NYV4	CDK12
A6NGY3	C5orf52
Q86X02	CDR2L
Q01850	CDR2
P08217	CELA2A
A8MTT3	CEBPZOS
P49715	CEBPA
Q9UNI1	CELA1
Q8N0S6	CENPL
Q6UY09	CEACAM20
Q3KPI0	CEACAM21
Q9NYQ6	CELSR1
Q96H22	CENPN
Q9BU64	CENPO
Q02224	CENPE
Q5EE01	CENPW
Q6ZMG9	CERS6
Q5JQF7	LINC01556
Q9UKY3	CES1P1
Q5T0Z8	C6orf132
Q5SZD1	C6orf141
Q6P656	CFAP161
Q5TEZ5	C6orf163
Q8TBY9	WDR66
Q6ZQR2	CFAP77
Q8N5B7	CERS5
Q8IYR0	CFAP206
Q8IYW2	CFAP46
Q9P2B7	CFAP97
Q96N23	CFAP54
A4D0T2	C7orf66
Q5T0N1	CFAP70
A6NFT4	CFAP73
Q9HD87	C6orf50
Q8N6G5	CSGALNACT2
Q8N0T1	C8orf59
Q8N865	C7orf31
Q8WU49	C7orf33
O95476	CTDNEP1
Q16281	CNGA3
Q8IV77	CNGA4
Q14181	POLA2
P28340	POLD1
P49005	POLD2
Q15054	POLD3
Q9HCU8	POLD4
Q07864	POLE
P56282	POLE2
Q9NRF9	POLE3
Q9NR33	POLE4
P54098	POLG
Q9UHN1	POLG2
P09884	POLA1
P06746	POLB
Q9UGP5	POLL
Q9NP87	POLM
Q7Z5Q5	POLN
Q49A92	C8orf34
Q9C0B2	CFAP74
P61024	CKS1B
Q9NQ89	C12orf4
Q8N999	C12orf29
Q86WS4	C12orf40
Q96LP6	C12orf42
Q5SXM8	DNLZ
O00429	DNM1L
Q9Y6K1	DNMT3A
Q9UBC3	DNMT3B
Q9UJW3	DNMT3L
Q6XZF7	DNMBP
P26358	DNMT1
Q9ULA0	DNPEP
O43598	DNPH1
O00115	DNASE2
Q8WZ79	DNASE2B
P49184	DNASE1L1
Q92874	DNASE1L2
Q13609	DNASE1L3
P06340	HLA-DOA
P13765	HLA-DOB
Q96BY6	DOCK10
Q5JSL3	DOCK11
Q14183	DOC2A
Q14184	DOC2B
Q14185	DOCK1
Q92608	DOCK2
Q8IZD9	DOCK3
Q8N1I0	DOCK4
Q9H7D0	DOCK5
Q96HP0	DOCK6
Q96N67	DOCK7
Q8NF50	DOCK8
Q9BZ29	DOCK9
Q9BU89	DOHH
Q99704	DOK1
O60496	DOK2
Q7L591	DOK3
Q8TEW6	DOK4
Q9P104	DOK5
Q6PKX4	DOK6
Q18PE1	DOK7
Q9UPQ8	DOLK
Q9NYP3	DONSON
Q5JWR5	DOP1A
Q9Y3R5	DOP1B
P30046	DDT
P09172	DBH
Q86YN1	DOLPP1
Q8TEK3	DOT1L
Q1HG43	DUOXA1
Q1HG44	DUOXA2
Q9UKG1	APPL1
Q8NEU8	APPL2
A0A0U1RQF7	DPEP2NB
P20036	HLA-DPA1
P04440	HLA-DPB1
Q86SG4	HMGN2P46
Q9BVM2	DPCD
P16444	DPEP1
Q9H4A9	DPEP2
Q9H4B8	DPEP3
Q92782	DPF1
Q92784	DPF3
Q9BZG8	DPH1
Q9BQC3	DPH2
Q9H4G8	DPH3P1
Q96FX2	DPH3
Q9H2P9	DPH5
Q7L8W6	DPH6
Q9BTV6	DPH7
O60762	DPM1
O94777	DPM2
Q9P2X0	DPM3
Q06432	CACNG1
Q9BWC9	CCDC106
P55774	CCL18
Q9Y4X3	CCL27
P07766	CD3E
Q6NVV7	CDPF1
P49336	CDK8
Q49AR2	C5orf22
A4QMS7	C5orf49
P0C854	CECR9
P51861	CDR1
O75871	CEACAM4
P06731	CEACAM5
Q5SZQ8	CELF3
Q9BYV8	CEP41
Q9Y6K0	CEPT1
Q7Z7K6	CENPV
Q92674	CENPI
A8MT69	CENPX
Q9Y6Z2	LINC01558
Q9P209	CEP72
Q5JU67	CFAP157
Q96G28	CFAP36
Q6P2H3	CEP85
Q9HA82	CERS4
Q7Z4T9	MAATS1
Q9BRQ4	CFAP300
D6REC4	CFAP99
Q96M91	CFAP53
P00751	CFB
Q9Y6A4	CFAP20
Q8N9H6	C8orf31
Q9H7E9	C8orf33
Q9GZU0	C6orf62
Q96NF6	C8orf49
Q8NAV2	C8orf58
A6NKQ9	CGB1
P0DN86	CGB3
P0DN86	CGB5
P0DN86	CGB8
Q9UFW8	CGGBP1
P0DMB2	C8orf88
Q9BPX7	C7orf25
Q9BRJ6	C7orf50
Q8IYX4	DND1
Q8NFT8	DNER
Q96M86	DNHD1
Q9UF47	DNAJC5B
Q8N7S2	DNAJC5G
P31689	DNAJA1
O60884	DNAJA2
Q9H3Z4	DNAJC5
Q99615	DNAJC7
O75937	DNAJC8
Q8WXX5	DNAJC9
P18858	LIG1
P49916	LIG3
P49917	LIG4
Q8IZ96	CMTM1
Q96MX0	CMTM3
Q9NX76	CMTM6
Q8NHU2	CFAP61
A4D174	C7orf71
O15519	CFLAR
Q96NL8	C8orf37
Q9Y4M8	LINC00588
Q96K31	C8orf76
Q6P1X6	C8orf82
Q96N11	C7orf26
Q8WVR3	C7orf43
P59022	DSCR10
Q08554	DSC1
Q02487	DSC2
Q14574	DSC3
O60469	DSCAM
Q8TD84	DSCAML1
O14972	DSCR3
P56555	DSCR4
P57055	RIPPLY3
Q96T75	DSCR8
P59020	DSCR9
Q8IZU8	DSEL
Q9UL01	DSE
Q02413	DSG1
Q14126	DSG2
P32926	DSG3
Q86SJ6	DSG4
Q9H410	DSN1
Q9NZW4	DSPP
P55265	ADAR
Q8TEA8	DTD1
Q96FN9	DTD2
Q6ZMT9	DTHD1
Q9NZJ0	DTL
Q9Y4J8	DTNA
O60941	DTNB
Q8N5C7	DTWD1
Q8NBA8	DTWD2
Q86Y01	DTX1
P0CJ85	DUX4L2
P0CJ86	DUX4L3
P0CJ87	DUX4L4
P0CJ88	DUX4L5
P0CJ89	DUX4L6
P0CJ90	DUX4L7
Q9NRD9	DUOX1
Q9NRD8	DUOX2
Q9H596	DUSP21
Q9P0S2	COX16
Q12887	COX10
Q96G46	DUS3L
P51452	DUSP3
O95620	DUS4L
Q13115	DUSP4
Q16828	DUSP6
Q99956	DUSP9
Q14CZ0	C16orf72
Q16678	CYP1B1
P05177	CYP1A2
Q86Y13	DZIP3
Q8N123	CPXCR1
O75131	CPNE3
Q10570	CPSF1
O95741	CPNE6
Q8N436	CPXM2
A8MU93	C17orf100
Q32NC0	C18orf21
Q96B23	C18orf25
P53673	CRYBA4
Q9NQ79	CRTAC1
Q13619	CUL4A
P39880	CUX1
O14529	CUX2
Q86UP6	CUZD1
Q9Y442	C22orf24
O95567	C22orf31
C9J442	C22orf46
Q658K8	EEF1DP3
O96002	CXorf1
Q9HAI6	CXorf21
A4FU69	EFCAB5
Q07325	CXCL9
Q8N144	GJD3
Q96KN9	GJD4
A6NN92	GJE1
P48165	GJA8
P19876	CXCL3
P49682	CXCR3
P02778	CXCL10
Q5T442	GJC2
O14625	CXCL11
O43927	CXCL13
O95715	CXCL14
Q6UXB2	CXCL17
Q9P0U4	CXXC1
P04839	CYBB
Q8WWM9	CYGB
O43739	CYTH3
Q6ZMK1	CYHR1
Q99944	EGFL8
Q9BWK5	CYREN
Q9BRF8	CPPED1
Q96FN4	CPNE2
Q8N8I6	LINC00482
Q2M2W7	C17orf58
Q86WR6	C17orf64
Q92523	CPT1B
A0A1B0GUU1	C17orf113
Q96SW2	CRBN
Q8TEY5	CREB3L4
O60519	CREBL2
Q9BQI3	EIF2AK1
Q96D31	ORAI1
P16220	CREB1
Q9P2K8	EIF2AK4
Q03060	CREM
Q02930	CREB5
P34998	CRHR1
P07316	CRYGB
P07315	CRYGC
Q96AV8	E2F7
A0AVK6	E2F8
P50238	CRIP1
P52943	CRIP2
Q6Q6R5	CRIP3
P54107	CRISP1
P54108	CRISP3
Q9BZJ0	CRNKL1
Q6UUV9	CRTC1
Q6UUV7	CRTC3
O43186	CRX
Q9BVV8	C19orf24
Q9H6X5	C19orf44
Q0VDD7	C19orf57
Q9Y2S2	CRYL1
Q14894	CRYM
Q49AN0	CRY2
P07333	CSF1R
Q96CJ1	EAF2
P0DML2	CSH1
Q99062	CSF3R
Q9HAF1	MEAF6
Q14406	CSHL1
A8MUP2	CSKMT
P67870	CSNK2B
Q4G0I0	CCSMST1
Q6P2I7	EBLN2
Q9BT78	COPS4
Q6UVK1	CSPG4
O95196	CSPG5
O95905	ECD
Q9H5V8	CDCP1
Q99459	CDC5L
A6NJW9	CD8B2
Q5VV42	CDKAL1
P32320	CDA
Q15131	CDK10
O95170	CDRT1
Q8IZL9	CDK20
Q92772	CDKL2
Q9UPV0	CEP164
Q8N960	CEP120
P40199	CEACAM6
Q711Q0	CEFIP
P17676	CEBPB
P49716	CEBPD
Q6PRD7	CEMP1
Q96MR6	CFAP57
Q8N884	CGAS
Q8TDX6	CSGALNACT1
Q96LL4	C8orf48
P0DMQ9	C8orf89
Q8NI28	LINC01006
Q13202	DUSP8
Q6XUX3	DSTYK
Q6ZP98	C16orf47
Q6UWD8	C16orf54
P05108	CYP11A1
P11511	CYP19A1
O43303	CCP110
Q6UW02	CYP20A1
Q9UPN4	CEP131
P08686	CYP21A2
Q9HBI6	CYP4F11
O75923	DYSF
A0A087X1C5	CYP2D7
A2CJ06	DYTN
Q9NVP4	DZANK1
Q8N684	CPSF7
Q9BZB8	CPEB1
Q6JBY9	RCSD1
P78329	CYP4F2
Q9H8M1	COQ10B
Q86Z20	CCDC125
Q96F63	CCDC97
Q6ZUT6	CCDC9B
A6NKD9	CCDC85C
O15467	CCL16
Q8IWF9	CCDC83
Q86UT8	CCDC84
Q9H6F5	CCDC86
A6NI79	CCDC69
Q8IV32	CCDC71
Q8TD31	CCHCR1
Q86WR0	CCDC25
P86790	CCZ1B
D6RIA3	C4orf54
Q6W349	LINC00575
Q86Y33	CDC20B
Q96LM5	C4orf45
Q504U0	C4orf46
P28906	CD34
P33681	CD80
P11049	CD37
A0A0K2S4Q6	CD300H
Q9Y5K6	CD2AP
Q00535	CDK5
Q8N9R6	CDRT4
P49918	CDKN1C
P42771	CDKN2A
Q8NAS9	C5orf17
Q8TEP8	CEP192
O14519	CDK2AP1
P40198	CEACAM3
Q6ZU80	CEP128
Q5VT06	CEP350
Q14002	CEACAM7
Q8IYX8	CEP57L1
P09093	CELA3A
Q4KMG0	CDON
Q92879	CELF1
Q8N111	CEND1
P0DPI3	CENPVL2
Q9NYQ7	CELSR3
Q71F23	CENPU
Q9C0F1	CEP44
Q9H7B7	C7orf69
O95873	C6orf47
Q99675	CGRRF1
Q16690	DUSP5
Q16829	DUSP7
Q5RI15	COX20
Q6P387	C16orf46
A8MZG2	C16orf90
A6NNT2	C16orf96
H3BN30	C16orf97
P51589	CYP2J2
Q07973	CYP24A1
Q6NT55	CYP4F22
Q8TAV3	CYP2W1
Q6ZWL3	CYP4V2
Q5TCH4	CYP4A22
Q16850	CYP51A1
Q9P2I0	CPSF2
Q6PUV4	CPLX2
Q8WW18	C17orf50
A8MQB3	C17orf51
Q8N7U9	LINC00469
P04632	CAPNS1
Q96MU5	C17orf77
A8MV24	C17orf98
Q96FQ7	LINC00526
Q7Z4B0	LINC00305
O95639	CPSF4
P26998	CRYBB3
P29218	IMPA1
Q9BZV3	IMPG2
Q8WYH8	ING5
P15529	CD46
Q9Y5U4	INSIG2
P01308	INS
O15327	INPP4B
Q9BT40	INPP5K
Q6ZSG2	INSYN2
P49441	INPP1
Q9NVM9	INTS13
Q9H1K1	ISCU
O60575	SPINK4
Q9NQ38	SPINK5
Q1W4C9	SPINK13
P21439	ABCB4
P00995	SPINK1
P20155	SPINK2
B1AKI9	ISM1
A8MW99	MEI4
Q5JSS6	MEIG1
A2RUB1	MEIOC
Q14D04	VEPH1
Q9ULR0	ISY1
Q9UPT6	MAPK8IP3
Q92833	JARID2
Q6NYC1	JMJD6
P05412	JUN
P0C870	JMJD7
P17275	JUNB
Q15053	KIAA0040
Q9ULL0	KIAA1210
Q6UXG2	KIAA1324
Q6ZU52	KIAA0408
O60303	KIAA0556
Q6ZVL6	KIAA1549L
Q9HCM1	KIAA1551
Q5VZ46	KIAA1614
P13645	KRT10
Q6NSI8	KIAA1841
Q99456	KRT12
Q2LD37	KIAA1109
P08727	KRT19
P08779	KRT16
P35900	KRT20
Q04695	KRT17
Q7Z3Z0	KRT25
P05783	KRT18
P04259	KRT6B
P48668	KRT6C
Q0VF49	KIAA2012
Q14CN4	KRT72
P35908	KRT2
Q7RTS7	KRT74
P04264	KRT1
P05787	KRT8
Q8IZA0	KIAA0319L
Q16819	MEP1A
Q16820	MEP1B
Q9BQA1	WDR77
Q14696	MESD
O95568	METTL18
Q9BUU2	METTL22
Q86XA0	METTL23
Q5JXM2	METTL24
Q8N6Q8	METTL25
Q8N6F8	METTL27
Q96IZ6	METTL2A
Q6P1Q9	METTL2B
Q9H8H3	METTL7A
Q6UX53	METTL7B
Q00266	MAT1A
P31153	MAT2A
P15382	KCNE1
P48048	KCNJ1
Q6ZWJ8	KCP
Q96LU5	IMMP1L
Q9GZP8	IMUP
Q9UK53	ING1
Q3KP66	INAVA
Q8NBZ0	INO80E
Q9NXR8	ING3
Q9NX62	IMPAD1
O15225	INE1
P09529	INHBB
P55103	INHBC
O95050	INMT
P58166	INHBE
Q9NRR6	INPP5E
Q01101	INSM1
Q96CB8	INTS12
Q68E01	INTS3
Q96SY0	INTS14
Q9NVH2	INTS7
P49901	SMCP
Q6DN12	MCTP2
Q92813	DIO2
Q9NWR8	MCUB
Q96AQ8	MCUR1
Q9UI95	MAD2L2
Q8NFP4	MDGA1
P27987	ITPKB
Q96DU7	ITPKC
Q5I0G3	MDH1B
Q9UHH9	IP6K2
Q3MIP1	ITPRIPL2
Q9C010	PKIB
Q9Y2B9	PKIG
Q8NFU5	IPMK
Q9UI26	IPO11
O94829	IPO13
Q8TEX9	IPO4
O95373	IPO7
O15397	IPO8
Q96PQ5	PPP1R2P1
P41236	PPP1R2
Q9H8X2	IPPK
Q8IWB1	ITPRIP
P05154	SERPINA5
Q9H2U2	PPA2
Q15181	PPA1
A6NCM1	IQCA1L
Q6IPM2	IQCE
Q8N6M8	IQCF1
Q8IXL9	IQCF2
P0C7M6	IQCF3
A8MTL0	IQCF5
Q86VS3	IQCH
A0A1B0GVH7	IQCM
Q9H0B3	IQCN
Q9UPP2	IQSEC3
P46940	IQGAP1
Q86VI3	IQGAP3
B3KU38	IQCJ-SCHIP1
Q8NA54	IQUB
Q9Y616	IRAK3
P10914	IRF1
P48200	IREB2
Q9NZN1	IL1RAPL1
Q9NP60	IL1RAPL2
P35568	IRS1
Q9Y4H2	IRS2
Q00978	IRF9
O15151	MDM4
P58062	SPINK7
P0C7L1	SPINK8
Q5DT21	SPINK9
Q96A47	ISL2
Q6UXK2	ISLR2
O14498	ISLR
Q6H9L7	ISM2
Q96CN7	ISOC1
P34913	EPHX2
P13378	HOXD8
P01772	IGHV3-33
P31268	HOXA7
O00219	HAS3
P35453	HOXD13
Q96N76	UROC1
A0A0C4DH38	IGHV5-51
A0A0B4J1U7	IGHV6-1
P01704	IGLV2-14
P09017	HOXC4
Q6ZQW0	IDO2
P78552	IL13RA1
A0A0C4DH33	IGHV1-24
Q9NZI8	IGF2BP1
Q9Y6M1	IGF2BP2
O00629	KPNA4
O00505	KPNA3
P20839	IMPDH1
Q27J81	INF2
P15260	IFNGR1
P38484	IFNGR2
Q96EZ8	MCRS1
Q5TA45	INTS11
Q02078	MEF2A
O00255	MEN1
Q92613	JADE3
P15884	TCF4
Q969R8	ITFG2
O95965	ITGBL1
Q9BX67	JAM3
P23458	JAK1
Q86YT9	JAML
Q9BR39	JPH2
Q8WXH2	JPH3
P38570	ITGAE
P20701	ITGAL
P17535	JUND
Q14667	KIAA0100
P05556	ITGB1
O15063	KIAA0355
A8MWY0	KIAA1324L
Q8NCT3	KIAA0895
Q5JYT7	KIAA1755
Q96PY0	PSMG3-AS1
P19012	KRT15
P02538	KRT6A
Q3SY84	KRT71
Q15323	KRT31
Q5HYC2	KIAA2026
Q86Y46	KRT73
Q7Z794	KRT77
P08729	KRT7
P50221	MEOX1
Q9Y2U2	KCNK7
Q96RP8	KCNA7
Q14721	KCNB1
Q9UIX4	KCNG1
Q6PIU1	KCNV1
Q9ULH0	KIDINS220
B2RXH2	KDM4E
P29375	KDM5A
Q8N371	KDM8
Q8N3J2	METTL4
Q9NRN9	METTL5
Q9H1A3	METTL9
O00410	IPO5
Q96P70	IPO9
Q6NXS1	PPP1R2B
O14990	PPP1R2C
Q9Y573	IPP
Q9NWZ3	IRAK4
P14316	IRF2
Q15306	IRF4
Q13568	IRF5
P78411	IRX5
Q9BUE6	ISCA1
Q9P086	MED11
Q9UHV7	MED13
Q9H944	MED20
Q13503	MED21
Q15528	MED22
Q9ULK4	MED23
Q96G25	MED8
Q9NWA0	MED9
O14770	MEIS2
Q9Y316	MEMO1
Q9UKP3	ITGB1BP2
O75564	JRK
Q96J02	ITCH
Q5VZ66	JAKMIP3
Q9Y624	F11R
P57087	JAM2
Q6NUN7	JHY
Q9H9V9	JMJD4
Q8TAC2	JOSD2
Q9Y6H6	KCNE3
Q9H2S1	KCNN2
Q9UQ05	KCNH4
Q8NCM2	KCNH5
Q9H252	KCNH6
Q9NQC1	JADE2
Q96AA8	JAKMIP2
Q9Y219	JAG2
Q8WYK2	JDP2
O60674	JAK2
Q13387	MAPK8IP2
Q96S16	JMJD8
Q96JJ6	JPH4
Q9H910	JPT2
Q92628	KIAA0232
Q5VV43	KIAA0319
Q86T90	KIAA1328
Q9HCM3	KIAA1549
O94854	KIAA0754
Q9HCI6	KIAA1586
Q9BY89	KIAA1671
Q9UPP5	KIAA1107
Q8N8K9	KIAA1958
Q7Z3Y9	KRT26
Q7Z3Y7	KRT28
Q6A162	KRT40
P35527	KRT9
Q8IYS2	KIAA2013
Q14532	KRT32
Q01546	KRT76
O95678	KRT75
Q8N1N4	KRT78
Q5XKE5	KRT79
Q9BUN1	MENT
P12035	KRT3
P19013	KRT4
P50222	MEOX2
O95279	KCNK5
Q9Y257	KCNK6
Q8N5I3	KCNRG
P17658	KCNA6
Q719H9	KCTD1
Q8TAE7	KCNG3
Q96MP8	KCTD7
O43525	KCNQ3
Q8NAX2	KDF1
P17540	CKMT2
O60341	KDM1A
Q9H3R0	KDM4C
Q8NHM5	KDM2B
Q9UGL1	KDM5B
P41229	KDM5C
O15054	KDM6B
Q9H825	METTL8
Q9UJH8	METRN
P08581	MET
Q6ZN04	MEX3B
Q5SR56	MFSD14B
P55081	MFAP1
Q8IWA4	MFN1
Q9H019	MTFR1L
Q96A46	SLC25A28
Q13237	PRKG2
A0A0B4J1V0	IGHV3-15
Q92839	HAS1
Q9Y4L1	HYOU1
P0DP07	IGHV4-31
A0A0C4DH43	IGHV2-70D
Q6UXL0	IL20RB
P14151	SELL
P50213	IDH3A
Q8N1E2	LYG1
O43837	IDH3B
O75874	IDH1
P47928	ID4
Q9BTL4	IER2
P22304	IDS
P35475	IDUA
P46695	IER3
Q9HBG6	IFT122
O95372	LYPLA2
Q6UXB3	LYPD2
Q6UWN0	LYPD4
Q16666	IFI16
P61626	LYZ
P20042	EIF2S2
P05198	EIF2S1
P0DMQ5	INAFM2
P17181	IFNAR1
Q6PI98	INO80C
Q9H160	ING2
C9JVW0	INAFM1
Q9UNL4	ING4
Q9BTT4	MED10
A0JLT2	MED19
Q5VYS4	MEDAG
P26006	ITGA3
Q9UKX5	ITGA11
P18564	ITGB6
P23229	ITGA6
Q9Y4A0	JRKL
O14896	IRF6
Q92985	IRF7
Q02556	IRF8
P78414	IRX1
A6NK06	ACOD1
A1A4Y4	IRGM
Q8WZA9	IRGQ
P78412	IRX6
Q86U28	ISCA2
Q00987	MDM2
Q9NU22	MDN1
Q6UWN8	SPINK6
P05161	ISG15
Q96AZ6	ISG20
P61371	ISL1
P08183	ABCB1
Q6IE38	SPINK14
Q8NDY4	MDS2
Q96AB3	ISOC2
A4D126	ISPD
P0C7V9	METTL15P1
A6NDR6	MEIS3P1
A8K0S8	MEIS3P2
Q16626	MEA1
Q9BV79	MECR
Q93074	MED12
A0A087WXM9	MEIKIN
Q8N635	MEIOB
Q99687	MEIS3
Q14680	MELK
Q9BV36	MLPH
Q6IE81	JADE1
P78504	JAG1
Q15652	JMJD1C
Q13797	ITGA9
Q13349	ITGAD
Q9UK76	JPT1
P11215	ITGAM
P06756	ITGAV
Q14695	KIAA0087
A6ND01	IZUMO1R
Q6NV74	KIAA1211L
Q9ULG3	KIAA1257
P31271	HOXA13
A0A075B6R2	IGHV4-4
A0A0C4DH41	IGHV4-61
O95998	IL18BP
Q5SRR4	LY6G5C
B1ANH7	IBA57-DT
A0A0A0MS14	IGHV1-45
O94772	LY6H
Q17RY6	LY6K
Q9UMF0	ICAM5
P54105	CLNS1A
Q9HBG7	LY9
Q9Y2F5	ICE1
Q659A1	ICE2
Q14197	MRPL58
P14735	IDE
Q02535	ID3
P0DP58	LYNX1
Q13907	IDI1
Q9BXS1	IDI2
P46199	MTIF2
O00425	IGF2BP3
Q9NV31	IMP3
P48551	IFNAR2
Q9ULG1	INO80
Q96T92	INSM2
P51460	INSL3
Q14641	INSL4
Q9BUT9	MCRIP2
Q9NV88	INTS9
Q96HW7	INTS4
Q6P9B9	INTS5
Q9ULD6	INTU
Q9Y283	INVS
Q86YW9	MED12L
Q9Y6D9	MAD1L1
Q13257	MAD2L1
Q15051	IQCB1
Q4KMZ1	IQCC
A8MYZ5	IQCF6
Q1A5X6	IQCJ
Q8N0W5	IQCK
